state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,3928519.0,4834980.0,2464825.0
Illinois,17,6488477.0,8021745.0,4303924.0
California,06,19962420.0,25338590.0,13292476.0
Arizona,04,3720230.0,4538885.0,2312278.0
Massachusetts,25,3968332.0,4604300.0,2581225.0
Wisconsin,55,3208168.0,3470905.0,2031543.0
Texas,48,12808243.0,16832185.0,8100286.0
Nebraska,31,1009786.0,1271990.0,637036.0
Utah,49,1466600.0,1733400.0,899434.0
Oregon,41,2034002.0,2552055.0,1297163.0
Florida,12,10565844.0,13882365.0,6552905.0
New York,36,0,0,0
Rhode Island,44,611301.0,684165.0,372419.0
Georgia,13,4153506.0,6237495.0,2728898.0
New Hampshire,33,774277.0,843385.0,548665.0
North Carolina,37,5057979.0,6564440.0,3238031.0
New Jersey,34,4855447.0,5517655.0,3229559.0
Colorado,08,2954206.0,3527450.0,1889755.0
Maryland,24,3103045.0,3811300.0,2045881.0
Nevada,32,1462114.0,1770070.0,913961.0
Tennessee,47,2905011.0,4119970.0,1853878.0
Hawaii,15,757630.0,1011720.0,476114.0
Indiana,18,3016801.0,3640170.0,1841749.0
Kentucky,21,2300753.0,2731745.0,1482959.0
Minnesota,27,3028798.0,3365000.0,1931620.0
Oklahoma,40,2107328.0,2838195.0,1307768.0
Pennsylvania,42,6670089.0,8174805.0,4457192.0
South Carolina,45,2305396.0,3053895.0,1488232.0
District of Columbia,11,403560.0,542795.0,214219.0
Kansas,20,1446575.0,1884795.0,980566.0
Missouri,29,2807214.0,3766895.0,1724937.0
Vermont,50,360745.0,457350.0,227068.0
Virginia,51,4485753.0,5206295.0,2943103.0
Connecticut,09,2138503.0,2577515.0,1365965.0
Iowa,19,1688053.0,1919805.0,1056573.0
Louisiana,22,2116985.0,2903390.0,1288249.0
Ohio,39,5820854.0,7410125.0,3710193.0
Michigan,26,4848250.0,6104840.0,3100736.0
South Dakota,46,539915.0,667495.0,332349.0
Arkansas,05,1306811.0,1908100.0,856162.0
Delaware,10,508590.0,636065.0,332492.0
Mississippi,28,1240970.0,1843015.0,770946.0
New Mexico,35,1365434.0,1514445.0,858547.0
North Dakota,38,449089.0,490330.0,262979.0
Wyoming,56,286685.0,405665.0,168129.0
Alaska,02,428556.0,636665.0,257375.0
Maine,23,778195.0,914940.0,508582.0
Alabama,01,1858833.0,2892950.0,1242706.0
Idaho,16,817221.0,1027045.0,499344.0
Montana,30,569766.0,722595.0,352924.0
West Virginia,54,946710.0,1246555.0,569122.0
