state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,1609190.0,2166300.0,1081544.0
Illinois,17,2639826.0,3557335.0,1923246.0
California,06,8310945.0,11297300.0,5862161.0
Arizona,04,1671294.0,2143135.0,1168054.0
Massachusetts,25,1625459.0,2068660.0,1162144.0
Wisconsin,55,1359943.0,1588265.0,909389.0
Texas,48,5273077.0,7419305.0,3381100.0
Nebraska,31,442310.0,582930.0,293300.0
Utah,49,662575.0,816550.0,378359.0
Oregon,41,927860.0,1177945.0,595929.0
Florida,12,4704530.0,6083555.0,2976245.0
New York,36,0,0,0
Rhode Island,44,234889.0,304145.0,167665.0
Georgia,13,2013769.0,2840015.0,1239379.0
New Hampshire,33,299874.0,398575.0,215730.0
North Carolina,37,2284698.0,2906485.0,1451906.0
New Jersey,34,1943116.0,2479720.0,1348635.0
Colorado,08,1323183.0,1658660.0,876097.0
Maryland,24,1239644.0,1817795.0,842829.0
Nevada,32,642562.0,858340.0,427656.0
Tennessee,47,1257333.0,1877820.0,821513.0
Hawaii,15,359108.0,494020.0,237956.0
Indiana,18,1505040.0,1832150.0,965809.0
Kentucky,21,945168.0,1305725.0,654232.0
Minnesota,27,1261762.0,1590390.0,852799.0
Oklahoma,40,1006064.0,1385540.0,647372.0
Pennsylvania,42,2562627.0,3806965.0,1804661.0
South Carolina,45,1025316.0,1294405.0,710435.0
District of Columbia,11,176044.0,280955.0,76194.0
Kansas,20,560776.0,861645.0,405241.0
Missouri,29,1213449.0,1670085.0,774707.0
Vermont,50,151538.0,206910.0,98746.0
Virginia,51,1922788.0,2428885.0,1267905.0
Connecticut,09,954153.0,1190995.0,650134.0
Iowa,19,654074.0,872345.0,491323.0
Louisiana,22,978234.0,1281480.0,617832.0
Ohio,39,2413164.0,3282255.0,1593638.0
Michigan,26,2165950.0,2679290.0,1399281.0
South Dakota,46,259553.0,319230.0,172279.0
Arkansas,05,597990.0,861230.0,394906.0
Delaware,10,203745.0,291715.0,138321.0
Mississippi,28,567276.0,842935.0,387299.0
New Mexico,35,657118.0,736165.0,438670.0
North Dakota,38,212625.0,245200.0,134672.0
Wyoming,56,145577.0,194055.0,95024.0
Alaska,02,254334.0,332415.0,161595.0
Maine,23,305477.0,411790.0,212039.0
Alabama,01,893859.0,1380380.0,627063.0
Idaho,16,367113.0,459355.0,243714.0
Montana,30,260990.0,319315.0,179212.0
West Virginia,54,501913.0,571155.0,302863.0
