state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,3108315.0,3927360.0,2008970.0
Illinois,17,5177472.0,6452075.0,3399403.0
California,06,15691888.0,20489560.0,10522002.0
Arizona,04,3010048.0,3734465.0,1877865.0
Massachusetts,25,3131419.0,3557950.0,2067842.0
Wisconsin,55,2516425.0,2884825.0,1605873.0
Texas,48,9841589.0,14008165.0,6453836.0
Nebraska,31,818325.0,1012960.0,529612.0
Utah,49,1178663.0,1418890.0,722387.0
Oregon,41,1626721.0,2140945.0,1044742.0
Florida,12,8396727.0,11416495.0,5255602.0
New York,36,0,0,0
Rhode Island,44,488045.0,567575.0,317684.0
Georgia,13,3362513.0,4986855.0,2121979.0
New Hampshire,33,554889.0,680185.0,390003.0
North Carolina,37,4167233.0,5239330.0,2726114.0
New Jersey,34,3781744.0,4419385.0,2606788.0
Colorado,08,2344091.0,2894980.0,1475619.0
Maryland,24,2409705.0,3079020.0,1632393.0
Nevada,32,1185896.0,1491350.0,757829.0
Tennessee,47,2297569.0,3222500.0,1495500.0
Hawaii,15,632086.0,832800.0,404267.0
Indiana,18,2488889.0,3161270.0,1522442.0
Kentucky,21,1838590.0,2228035.0,1249160.0
Minnesota,27,2380640.0,2814760.0,1560304.0
Oklahoma,40,1717541.0,2393005.0,1111515.0
Pennsylvania,42,5290020.0,6713715.0,3578990.0
South Carolina,45,1889498.0,2417045.0,1238605.0
District of Columbia,11,313341.0,462615.0,154836.0
Kansas,20,1115858.0,1565335.0,762289.0
Missouri,29,2229686.0,3026395.0,1423166.0
Vermont,50,286384.0,355290.0,185840.0
Virginia,51,3469776.0,4245195.0,2279224.0
Connecticut,09,1701298.0,2070805.0,1108552.0
Iowa,19,1346156.0,1570955.0,860056.0
Louisiana,22,1725080.0,2363200.0,1094503.0
Ohio,39,4582163.0,5857825.0,2965678.0
Michigan,26,3841144.0,5060850.0,2508416.0
South Dakota,46,436290.0,546375.0,274493.0
Arkansas,05,1032499.0,1537720.0,694124.0
Delaware,10,397204.0,512905.0,258688.0
Mississippi,28,1025205.0,1502835.0,666971.0
New Mexico,35,1111612.0,1268025.0,706947.0
North Dakota,38,363148.0,412210.0,222233.0
Wyoming,56,235424.0,336475.0,142147.0
Alaska,02,379296.0,540815.0,233037.0
Maine,23,599839.0,715360.0,402086.0
Alabama,01,1542416.0,2403720.0,1019858.0
Idaho,16,666389.0,848205.0,409788.0
Montana,30,455003.0,589585.0,290203.0
West Virginia,54,777941.0,992855.0,482432.0
