state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,1729208.0,2245010.0,1134837.0
Illinois,17,2824209.0,3575135.0,2004662.0
California,06,8821044.0,11587650.0,6141765.0
Arizona,04,1792447.0,2148015.0,1220706.0
Massachusetts,25,1735916.0,2091730.0,1220455.0
Wisconsin,55,1470570.0,1588665.0,958333.0
Texas,48,5566612.0,7615175.0,3533100.0
Nebraska,31,474439.0,603210.0,309977.0
Utah,49,688505.0,820950.0,391851.0
Oregon,41,994403.0,1241415.0,632080.0
Florida,12,5044420.0,6313355.0,3163425.0
New York,36,0,0,0
Rhode Island,44,256755.0,308415.0,183254.0
Georgia,13,2072451.0,2881145.0,1259837.0
New Hampshire,33,321602.0,412275.0,233437.0
North Carolina,37,2467755.0,2985475.0,1574172.0
New Jersey,34,2065666.0,2508320.0,1423424.0
Colorado,08,1371577.0,1700660.0,901484.0
Maryland,24,1325977.0,1837445.0,884208.0
Nevada,32,685692.0,867240.0,447761.0
Tennessee,47,1359382.0,1965740.0,878954.0
Hawaii,15,382798.0,497760.0,248020.0
Indiana,18,1590344.0,1848620.0,1004776.0
Kentucky,21,1020045.0,1317325.0,696591.0
Minnesota,27,1393985.0,1599790.0,941537.0
Oklahoma,40,1095362.0,1399890.0,688342.0
Pennsylvania,42,2751844.0,3915545.0,1911844.0
South Carolina,45,1086550.0,1339205.0,737658.0
District of Columbia,11,194746.0,284655.0,83668.0
Kansas,20,609765.0,867585.0,430237.0
Missouri,29,1279404.0,1694635.0,807368.0
Vermont,50,162558.0,206910.0,104583.0
Virginia,51,2086194.0,2536495.0,1349077.0
Connecticut,09,1004467.0,1198495.0,690663.0
Iowa,19,713054.0,901745.0,534690.0
Louisiana,22,1056975.0,1331680.0,664121.0
Ohio,39,2599806.0,3301865.0,1686825.0
Michigan,26,2318415.0,2704700.0,1491316.0
South Dakota,46,278285.0,329300.0,184028.0
Arkansas,05,649311.0,892660.0,419502.0
Delaware,10,219312.0,291815.0,144139.0
Mississippi,28,619251.0,869955.0,413930.0
New Mexico,35,705538.0,738705.0,467493.0
North Dakota,38,234209.0,246570.0,147054.0
Wyoming,56,156397.0,195855.0,99849.0
Alaska,02,264741.0,342535.0,166735.0
Maine,23,332999.0,416090.0,227707.0
Alabama,01,942502.0,1402280.0,649745.0
Idaho,16,392370.0,485195.0,256810.0
Montana,30,281422.0,341645.0,188782.0
West Virginia,54,532295.0,605255.0,317008.0
