state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,3659886.0,4571720.0,2309959.0
Illinois,17,6073419.0,7770165.0,4024047.0
California,06,18604164.0,24288100.0,12376871.0
Arizona,04,3512579.0,4365955.0,2194105.0
Massachusetts,25,3685186.0,4396850.0,2404819.0
Wisconsin,55,2969294.0,3399265.0,1890610.0
Texas,48,11950969.0,16318875.0,7648787.0
Nebraska,31,966534.0,1187320.0,611612.0
Utah,49,1380946.0,1689960.0,849691.0
Oregon,41,1893672.0,2483195.0,1211160.0
Florida,12,9781739.0,13261815.0,6117321.0
New York,36,0,0,0
Rhode Island,44,566515.0,673205.0,351275.0
Georgia,13,3950645.0,6101935.0,2584711.0
New Hampshire,33,707655.0,818075.0,500305.0
North Carolina,37,4781372.0,6244060.0,3074120.0
New Jersey,34,4523995.0,5419345.0,3027313.0
Colorado,08,2746030.0,3459750.0,1756207.0
Maryland,24,2882170.0,3704540.0,1923831.0
Nevada,32,1374197.0,1738190.0,870382.0
Tennessee,47,2725411.0,3931900.0,1751164.0
Hawaii,15,717790.0,993480.0,455591.0
Indiana,18,2840511.0,3588220.0,1733418.0
Kentucky,21,2142945.0,2607705.0,1407333.0
Minnesota,27,2800651.0,3282120.0,1800657.0
Oklahoma,40,1975056.0,2748205.0,1243871.0
Pennsylvania,42,6201769.0,7766195.0,4153159.0
South Carolina,45,2191473.0,2986795.0,1427425.0
District of Columbia,11,381345.0,525585.0,198018.0
Kansas,20,1311354.0,1855605.0,887503.0
Missouri,29,2576981.0,3579845.0,1591306.0
Vermont,50,333676.0,432900.0,212105.0
Virginia,51,4140842.0,4989325.0,2725247.0
Connecticut,09,1992899.0,2484595.0,1284258.0
Iowa,19,1567904.0,1895675.0,987579.0
Louisiana,22,2003199.0,2808840.0,1236985.0
Ohio,39,5400664.0,7194775.0,3464729.0
Michigan,26,4514072.0,5927830.0,2914902.0
South Dakota,46,505081.0,638645.0,312907.0
Arkansas,05,1209965.0,1814280.0,803744.0
Delaware,10,473912.0,621905.0,309700.0
Mississippi,28,1160150.0,1778095.0,735846.0
New Mexico,35,1281047.0,1486525.0,811808.0
North Dakota,38,419484.0,478620.0,250258.0
Wyoming,56,270226.0,393055.0,161055.0
Alaska,02,411529.0,615825.0,250378.0
Maine,23,715036.0,875990.0,472761.0
Alabama,01,1771979.0,2839540.0,1184284.0
Idaho,16,766703.0,977045.0,469042.0
Montana,30,534273.0,695495.0,333966.0
West Virginia,54,896388.0,1152405.0,547917.0
