state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,3745391.0,4693200.0,2358001.0
Illinois,17,6192219.0,7975455.0,4108995.0
California,06,18985902.0,24873840.0,12625303.0
Arizona,04,3581448.0,4518235.0,2235527.0
Massachusetts,25,3771380.0,4461100.0,2458457.0
Wisconsin,55,3049407.0,3449245.0,1938854.0
Texas,48,12318117.0,16771515.0,7834308.0
Nebraska,31,991673.0,1224190.0,627449.0
Utah,49,1381245.0,1712840.0,849980.0
Oregon,41,1941147.0,2524155.0,1242974.0
Florida,12,9988150.0,13580965.0,6230063.0
New York,36,0,0,0
Rhode Island,44,583711.0,681825.0,360199.0
Georgia,13,4055515.0,6181185.0,2659950.0
New Hampshire,33,721042.0,828725.0,509351.0
North Carolina,37,4862483.0,6520570.0,3120714.0
New Jersey,34,4655258.0,5450855.0,3103304.0
Colorado,08,2803981.0,3517390.0,1792685.0
Maryland,24,2961306.0,3769640.0,1967910.0
Nevada,32,1399135.0,1762150.0,883760.0
Tennessee,47,2789616.0,4086740.0,1789034.0
Hawaii,15,732136.0,1005040.0,461922.0
Indiana,18,2903944.0,3616140.0,1771372.0
Kentucky,21,2192380.0,2683265.0,1430282.0
Minnesota,27,2867187.0,3322280.0,1839310.0
Oklahoma,40,2021155.0,2776475.0,1268778.0
Pennsylvania,42,6384592.0,7898745.0,4283487.0
South Carolina,45,2243230.0,3016265.0,1458179.0
District of Columbia,11,388617.0,542795.0,202602.0
Kansas,20,1367364.0,1877275.0,928566.0
Missouri,29,2668283.0,3750155.0,1645775.0
Vermont,50,341568.0,439750.0,216254.0
Virginia,51,4252753.0,5071805.0,2796842.0
Connecticut,09,2035542.0,2560585.0,1307704.0
Iowa,19,1605295.0,1915125.0,1009116.0
Louisiana,22,2047718.0,2889690.0,1259048.0
Ohio,39,5531731.0,7260405.0,3544121.0
Michigan,26,4619345.0,5973350.0,2978177.0
South Dakota,46,515412.0,643385.0,318660.0
Arkansas,05,1244076.0,1838220.0,822604.0
Delaware,10,485988.0,629885.0,318248.0
Mississippi,28,1189395.0,1806235.0,748540.0
New Mexico,35,1312410.0,1506255.0,828199.0
North Dakota,38,433534.0,490330.0,256513.0
Wyoming,56,270599.0,394525.0,161277.0
Alaska,02,415690.0,629315.0,252586.0
Maine,23,735876.0,882840.0,483563.0
Alabama,01,1813462.0,2872410.0,1211424.0
Idaho,16,782576.0,1017485.0,477729.0
Montana,30,545186.0,703075.0,340388.0
West Virginia,54,925146.0,1171365.0,557107.0
