state,fips,total_vaccinations,total_distributed,people_vaccinated
Washington,53,3537203.0,4325160.0,2250118.0
Illinois,17,5843688.0,7256585.0,3865951.0
California,06,17922091.0,23117480.0,11929476.0
Arizona,04,3399399.0,4153635.0,2125696.0
Massachusetts,25,3535818.0,4117900.0,2316988.0
Wisconsin,55,2870834.0,3348455.0,1829412.0
Texas,48,11357324.0,15184925.0,7336199.0
Nebraska,31,916701.0,1146140.0,585025.0
Utah,49,1327257.0,1595720.0,813926.0
Oregon,41,1821492.0,2401575.0,1169185.0
Florida,12,9405368.0,12577115.0,5916809.0
New York,36,0,0,0
Rhode Island,44,552753.0,645515.0,345689.0
Georgia,13,3786303.0,5724605.0,2465539.0
New Hampshire,33,607126.0,768055.0,412057.0
North Carolina,37,4609430.0,5775070.0,2983429.0
New Jersey,34,4292515.0,4856725.0,2903068.0
Colorado,08,2645306.0,3217170.0,1692343.0
Maryland,24,2736823.0,3531380.0,1842092.0
Nevada,32,1335002.0,1607680.0,845896.0
Tennessee,47,2596336.0,3618130.0,1677569.0
Hawaii,15,692706.0,938870.0,444099.0
Indiana,18,2744163.0,3519900.0,1678147.0
Kentucky,21,2074948.0,2559795.0,1373108.0
Minnesota,27,2702080.0,3009780.0,1753301.0
Oklahoma,40,1895546.0,2584315.0,1206550.0
Pennsylvania,42,5947782.0,7404805.0,4003172.0
South Carolina,45,2124443.0,2827065.0,1387610.0
District of Columbia,11,359065.0,501985.0,185928.0
Kansas,20,1269292.0,1670955.0,859214.0
Missouri,29,2481467.0,3303985.0,1550103.0
Vermont,50,323388.0,409540.0,206956.0
Virginia,51,3977862.0,4829535.0,2620816.0
Connecticut,09,1924605.0,2322415.0,1244384.0
Iowa,19,1525091.0,1773355.0,962503.0
Louisiana,22,1920242.0,2705530.0,1195911.0
Ohio,39,5219217.0,6797795.0,3354361.0
Michigan,26,4329057.0,5813980.0,2801025.0
South Dakota,46,489525.0,604605.0,304480.0
Arkansas,05,1159108.0,1744560.0,772457.0
Delaware,10,453447.0,585465.0,295396.0
Mississippi,28,1137212.0,1629955.0,724564.0
New Mexico,35,1242292.0,1428785.0,787206.0
North Dakota,38,410932.0,463590.0,244790.0
Wyoming,56,261963.0,366465.0,156638.0
Alaska,02,404339.0,572905.0,247097.0
Maine,23,687989.0,823870.0,455583.0
Alabama,01,1697641.0,2722700.0,1134739.0
Idaho,16,740943.0,942735.0,454535.0
Montana,30,504919.0,644705.0,318968.0
West Virginia,54,866037.0,1129335.0,530858.0
